"Date","State","City","Summary","time","altitude","reporter","relative_location","evasive_action","disposition","report_type"
2025-04-23,"FLORIDA","TAYLOR","PRELIM INFO FROM FAA OPS: TAYLOR, FL/UAS SIGHTING/1725E/JACKSONVILLE ARTCC ADVISED, B712, ATL - MLB, REPORTED UAS WHILE SSE BOUND AT FL320 40 E TAY. NO EVASIVE ACTION TAKEN. NASSAU COUNTY SHERIFF NOTIFIED.","1725E",NA,"MLB","40 E TAY","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-23,"OREGON","EUGENE","PRELIM INFO FROM FAA OPS: EUGENE, OR/UAS SIGHTING/1638P/CASCADE APCH ADVISED, PIPER P28A, REPORTED A SMALL BLUE QUADCOPTER UAS OFF LEFT SIDE WHILE N BOUND AT 4,000 FEET 10 NW EUGENE VORTAC. NO EVASIVE ACTION TAKEN. LANE COUNTY SHERIFF NOTIFIED.","1638P","000 FEET",NA,"10 NW EUGENE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-24,"MICHIGAN","PONTIAC","PRELIM INFO FROM FAA OPS: PONTIAC, MI/UAS SIGHTING/1227E/DETROIT TRACON ADVISED, B739, SFO - DTW, REPORTED UAS BELOW ACFT WHILE ESE BOUND AT 8,800 FEET 10 WSW PTK. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT PROVIDED. WOC DJ/DJ","1227E","800 FEET","DTW","10 WSW PTK","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-24,"DISTRICT OF COLUMBIA","WASHINGTON","PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1237E/WASHINGTON ATCT ADVISED, H60, REPORTED A BLACK UAS AT THE 3 O'CLOCK POSITION WHILE N BOUND AT 1,500 FEET 10 NNW DCA. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION. WOC RL/RC","1237E","500 FEET",NA,"10 NNW DCA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-24,"MARYLAND","BALTIMORE","PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/1715E/MARTIN STATE ATCT ADVISED, CESSNA C172, MTN - MTN, REPORTED A MEDIUM SIZED SILVER UAS OFF LEFT SIDE WHILE SSE BOUND AT 600 FEET 2 SE MTN. NO EVASIVE ACTION TAKEN. LEO NOTIFIED.","1715E","600 FEET","MTN","2 SE MTN","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-24,"MASSACHUSETTS","WORCESTER","PRELIM INFO FROM FAA OPS: WORCESTER, MA/UAS SIGHTING/1545E/WORCESTER FCT ADVISED, CANADAIR CL35, WVL - ORH, REPORTED UAS WHILE WNW BOUND AT 1,400 FEET 1 ESE ORH. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MO/RL","1545E","400 FEET","ORH","1 ESE ORH","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-24,"TENNESSEE","NASHVILLE","PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/1547C/NASHVILLE ATCT ADVISED, PILATUS PC12, REPORTED A GREY UAS WHILE WNW BOUND AT 7,500 FEET 5 W BNA. NO EVASIVE ACTION TAKEN. METRO NASHVILLE AVIATION DEPARTMENT NOTIFIED.","1547C","500 FEET",NA,"5 W BNA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-25,"NORTH CAROLINA","WADESBORO","PRELIM INFO FROM FAA OPS: WADESBORO, NC/UAS SIGHTING/1155E/CHARLOTTE APCH ADVISED, PIPER P28A, REPORTED A BLACK UAS WHILE ESE BOUND AT 4,000 FEET VCNTY AFP. NO EVASIVE ACTION TAKEN. ANSON COUNTY DISPATCH NOTIFIED.","1155E","000 FEET",NA,". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-25,"ILLINOIS","CAHOKIA-ST LOUIS","PRELIM INFO FROM FAA OPS: CAHOKIA-ST LOUIS, IL/UAS SIGHTING/1406C/ST LOUIS TRACON ADVISED, CIRRUS SR22, REPORTED 2 SILVER UAS AT THE 3 O'CLOCK POSITION WHILE WNW BOUND AT 3,000 FEET 9 WSW CPS. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION. WOC RL/RC","1406C","000 FEET",NA,"2 SILVER","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-25,"ALABAMA","DOTHAN","PRELIM INFO FROM FAA OPS: DOTHAN, AL/UAS SIGHTING/1513C/DOTHAN FCT ADVISED, MOONEY M20P, REPORTED UAS AT 1,100 FEET VCNTY DOTHAN. NO EVASIVE ACTION TAKEN. ARPT OPERATIONS NOTIFIED. WOC DJ/DJ","1513C","100 FEET",NA,". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-26,"FLORIDA","WEST PALM BEACH","PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1120E/PALM BEACH ATCT ADVISED, A321, BOS - PBI, REPORTED A UAS FROM THE 11 O'CLOCK POSITION 200 FEET ABOVE WHILE SW BOUND AT 3,000 FEET 10 NW PBI. NO EVASIVE ACTION TAKEN. PALM BEACH SHERIFF NOTIFIED.","1120E","200 FEET","PBI","10 NW PBI","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-26,"SOUTH CAROLINA","GREER","PRELIM INFO FROM FAA OPS: GREER, SC/UAS SIGHTING/1123E/GREER ATCT ADVISED, BOMBARDIER CL35, RIC - GSP, REPORTED A WHITE UAS AT THE 3 O'CLOCK POSITION 500 FEET BELOW THEM WHILE W BOUND AT 4,000 FEET 1 N GSP. NO EVASIVE ACTION TAKEN. SPARTANBURG ATCT NOTIFIED.","1123E","500 FEET","GSP","1 N GSP","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-26,"CALIFORNIA","PALM SPRINGS","PRELIM INFO FROM FAA OPS: PALM SPRINGS, CA/UAS SIGHTING/1405P/LOS ANGELES ARTCC ADVISED, A321, SLC - SAN, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT FL230 5 E TRM. NO EVASIVE ACTION TAKEN. RIVERSIDE COUNTY SHERIFF NOTIFIED.","1405P",NA,"SAN","5 E TRM","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-26,"WISCONSIN","MILWAUKEE","PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/1858C/MILWAUKEE ATCT ADVISED, PIPER P28A, 3CK - SBM, REPORTED UAS FROM THE 3 O'CLOCK POSITION WHILE NNE BOUND AT 6,500 FEET 9 ESE BAE. NO EVASIVE ACTION TAKEN. MILWAUKEE COUNTY SHERIFF NOTIFIED.","1858C","500 FEET","SBM","9 ESE BAE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-26,"MICHIGAN","DETROIT","PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/2035E/DETROIT TRACON ADVISED, B38M, DTW - KEFLAVIK, ICELAND (BIKF), REPORTED A UAS AT THE 2 O'CLOCK POSITION WHILE NE BOUND AT 600 FEET 9 ENE DET. NO EVASIVE ACTION TAKEN. MICHIGAN STATE PD NOTIFIED.","2035E","600 FEET",NA,"9 ENE DET","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-04-26,"NEBRASKA","OMAHA","PRELIM INFO FROM FAA OPS: OMAHA, NE/UAS SIGHTING/2223C/OMAHA ATCT ADVISED, B737, STL - OMA, REPORTED UAS FROM THE 9 O'CLOCK POSITION WHILE S BOUND AT 800 FEET 1 NW OMA. NO EVASIVE ACTION TAKEN. POLICE HELICOPTER ABLE1 NOTIFIED. WOC SJ/JG","2223C","800 FEET","OMA","1 NW OMA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-27,"GEORGIA","ATHENS","PRELIM INFO FROM FAA OPS: ATHENS, GA/UAS SIGHTING/1515E/ATLANTA ARTCC ADVISED, CESSNA C25, LZU - FPR, REPORTED A UAS WHILE S BOUND AT FL190 18 SSW AHN.  NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED. WOC MC/JE","1515E",NA,"FPR","18 SSW AHN","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-27,"ILLINOIS","CHICAGO","CORRECTION INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1515C/CHICAGO TRACON ADVISED, A21N, ORD - MCO, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE S BOUND AT 3,000 FEET 9 S ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.","1515C","000 FEET","MCO","9 S ORD","NO EVASIVE ACTION TAKEN",NA,NA
2025-04-27,"KENTUCKY","LEXINGTON","PRELIM INFO FROM FAA OPS: LEXINGTON, KY/UAS SIGHTING/1635E/LEXINGTON ATCT ADVISED, AMD CH75, REPORTED A BLACK AND SILVER UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 3,000 FEET 10 N LEX. NO EVASIVE ACTION TAKEN. GEORGETOWN PD NOTIFIED.","1635E","000 FEET",NA,"10 N LEX","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-04-27,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1622C/CHICAGO TRACON ADVISED, CRJ7, ORD - FSD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 3,500 FEET 4 ENE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.","1622C","500 FEET","FSD","4 ENE ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-27,"TEXAS","DALLAS","PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/1835C/DALLAS ATCT ADVISED, CL60, DAL - SAT, REPORTED UAS WHILE SE BOUND AT 1,300 FEET 3 SE DAL. NO EVASIVE ACTION TAKEN. DFW ARPT NOTIFIED.","1835C","300 FEET","SAT","3 SE DAL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-28,"FLORIDA","TITUSVILLE","PRELIM INFO FROM FAA OPS: TITUSVILLE, FL/UAS SIGHTING/1020E/CENTRAL FLORIDA TRACON ADVISED, CESSNA C56X, PHL - TIX, REPORTED UAS WHILE S BOUND AT 3,000 FEET 11.7 WNW TIX. NO EVASIVE ACTION TAKEN. ORLANDO PD AVIATION UNIT NOTIFIED.","1020E","000 FEET","TIX","11.7 WNW TIX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-28,"FLORIDA","WEST PALM BEACH","PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1350E/PALM BEACH ATCT ADVISED, B739, LGA - PBI, REPORTED A RC PLANE FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 900 FEET 3 W PBI. NO EVASIVE ACTION TAKEN. PALM BEACH COUNTY SHERIFF NOTIFIED.","1350E","900 FEET","PBI","3 W PBI","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-28,"GEORGIA","ATLANTA","PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1807E/PEACHTREE ATCT ADVISED, MOONEY M20P, REPORTED UAS WHILE W BOUND AT 280 FEET 4 NE PDK. NO EVASIVE ACTION TAKEN. CHAMBLEE PD NOTIFIED.","1807E","280 FEET",NA,"4 NE PDK","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-04-28,"ARIZONA","PHOENIX","PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1636M/DEER VALLEY ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 2 O'CLOCK POSITION WHILE ENE BOUND AT 2,500 FEET 17 NNW PHOENIX VOR (PXR). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MA/JR","1636M","500 FEET",NA,"17 NNW PHOENIX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-28,"ARIZONA","PHOENIX","PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1636M/DEER VALLEY ATCT ADVISED, PIP P28A, REPORTED A SILVER UAS FROM THE 2 O'CLOCK POSITION WHILE ENE BOUND AT 2,500 FEET 17 NNW PHOENIX VOR (PXR). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC DJ/DJ","1636M","500 FEET",NA,"17 NNW PHOENIX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-28,"CALIFORNIA","LOS ALAMITOS","PRELIM INFO FROM FAA OPS: LOS ALAMITOS, CA/UAS SIGHTING/1729P/SOCAL TRACON ADVISED, B738, MAZATLAN, MEXICO (MMMZ) - LAX, REPORTED A SILVER UAS FROM THE 1 O'CLOCK POSITION WHILE NW BOUND AT 8,500 FEET 10 S SLI. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MA/PM","1729P","500 FEET","LAX","10 S SLI","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-28,"PENNSYLVANIA","HARRISBURG","PRELIM INFO FROM FAA OPS: HARRISBURG, PA/UAS SIGHTING/2205E/HARRISBURG ATCT ADVISED, PIPER P28A, REPORTED ORANGE UAS WHILE SE BOUND AT 900 FEET 1 NW MDT. NO EVASIVE ACTION TAKEN. MIDDLETON PD NOTIFIED.","2205E","900 FEET",NA,"1 NW MDT","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-04-29,"MASSACHUSETTS","HOPEDALE","PRELIM INFO FROM FAA OPS: HOPEDALE, MA/UAS SIGHTING/0545E/YANKEE TRACON ADVISED, PIPER P28A, REPORTED A UAS WHILE E BOUND AT 3,500 FEET 5 WSW 1B6. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.","0545E","500 FEET",NA,"5 WSW","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-04-29,"ALABAMA","TUSCALOOSA","PRELIM INFO FROM FAA OPS: TUSCALOOSA, AL/UAS SIGHTING/1039C/TUSCALOOSA FCT ADVISED, PIPER PA32, REPORTED UAS FROM THE 2 O'CLOCK POSITION WHILE N BOUND AT 1,000 FEET 2 NE TCL. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MO/RL","1039C","000 FEET",NA,"2 NE TCL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-29,"MASSACHUSETTS","BOSTON","PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1142E/BOSTON TRACON ADVISED, A320, BOS - PUNTA CANA, DOMINICAN REPUBLIC (MDPC), REPORTED A WHITE UAS OFF RIGHT SIDE AT 500 FEET ON INITIAL CLIMB OUT FROM RUNWAY 22R. NO EVASIVE ACTION REPORTED. MASSACHUSETTS STATE PD NOTIFIED.","1142E","500 FEET",NA,". NO",NA,"PD NOTIFIED","PRELIM INFO"
2025-04-29,"MASSACHUSETTS","PLYMOUTH","PRELIM INFO FROM FAA OPS: PLYMOUTH, MA/UAS INCIDENT/1054E/BOSTON TRACON ADVISED, BCS3, FLL - BOS, REPORTED A WHITE UAS OFF LEFT SIDE WHILE SW BOUND AT 9,500 FEET 6 NW PYM. NO EVASIVE ACTION REPORTED. BOSTON TRACON VECTORED OFF THE ARRIVAL FOR THE SUBSEQUENT 7 ACFT BEFORE RESUMING ARRIVALS. MASSACHUSETTS STATE PD NOTIFIED.","1054E","500 FEET","BOS","6 NW PYM",NA,"PD NOTIFIED","PRELIM INFO"
2025-04-29,"NEW YORK","BUFFALO","PRELIM INFO FROM FAA OPS: BUFFALO, NY/UAS SIGHTING/1220E/BUFFALO ATCT ADVISED, E145, PHL - BUF, REPORTED UAS 400 FEET BELOW ACFT FROM THE 10 O'CLOCK POSITION WHILE SW BOUND AT 800 FEET 2 NE BUF. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC PM/RL","1220E","400 FEET","BUF","2 NE BUF","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-29,"CALIFORNIA","SANTA ANA","PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS SIGHTING/1121P/SANTA ANA ATCT ADVISED, PIPER P28A, REPORTED 2 WHITE UAS WHILE NE BOUND AT 800 FEET .5 E SNA. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.","1121P","800 FEET",NA,"2 WHITE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-29,"CALIFORNIA","LIVERMORE","PRELIM INFO FROM FAA OPS: LIVERMORE, CA/UAS SIGHTING/1213P/LIVERMORE ATCT ADVISED, CESSNA C172, REPORTED A SILVER FIXED WING UAS FROM THE 1 O'CLOCK POSITION WHILE S BOUND AT 2,000 FEET 3 SW LVK. NO EVASIVE ACTION TAKEN. LIVERMORE PD NOTIFIED.","1213P","000 FEET",NA,"3 SW LVK","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-04-29,"NEW YORK","NEW YORK","PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1632E/NEW YORK TRACON ADVISED, B738, LGA - ORD, REPORTED SILVER UAS FROM THE 12 O'CLOCK POSITION WHILE NW BOUND AT 13,000 FEET 15 NW LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.","1632E","000 FEET","ORD","15 NW LGA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-29,"WISCONSIN","APPLETON","PRELIM INFO FROM FAA OPS: APPLETON, WI/UAS SIGHTING/1555C/APPLETON FCT ADVISED, EMBRAER E55, REPORTED UAS FROM THE 9 O'CLOCK POSITION WHILE WNW BOUND AT 2,100 FEET 5 ESE ATW. NO EVASIVE ACTION TAKEN. FOX CROSSING PD NOTIFIED.","1555C","100 FEET",NA,"5 ESE ATW","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-04-30,"OREGON","KLAMATH FALLS","PRELIM INFO FROM FAA OPS: KLAMATH FALLS, OR/UAS SIGHTING/0125P/SEATTLE ARTCC ADVISED, E75L, LAX - RDM, REPORTED UAS FROM THE 12 O'CLOCK WHILE N BOUND AT FL360 6 N LMT. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFICATION NOT SPECIFIED. WOC JR/JA","0125P",NA,"RDM","6 N LMT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-30,"FLORIDA","FORT MYERS","PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1153E/FORT MYERS ATCT ADVISED, B737, HVN - RSW, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 4,000 FEET 5 SE RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFFS OFFICE NOTIFIED.","1153E","000 FEET","RSW","5 SE RSW","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-30,"CALIFORNIA","MODESTO","PRELIM INFO FROM FAA OPS: MODESTO, CA/UAS SIGHTING/1443P/NORCAL TRACON ADVISED, CIRRUS SR22, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 7,000 FEET OVER MOD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JG/RC","1443P","000 FEET",NA,". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-04-30,"TENNESSEE","TULLAHOMA","PRELIM INFO FROM FAA OPS: TULLAHOMA, TN/UAS SIGHTING/2245C/MEMPHIS ARTCC ADVISED, AERO L39, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 6,500 FEET 25 E THA. NO EVASIVE ACTION TAKEN. GRUNDY COUNTY DISPATCH NOTIFIED.","2245C","500 FEET",NA,"25 E THA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-01,"PENNSYLVANIA","PITTSBURGH","PRELIM INFO FROM FAA OPS: PITTSBURGH, PA/UAS SIGHTING/0007E/PITTSBURGH ATCT ADVISED, HELI, REPORTED UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 2,300 FEET 10 E PIT. NO EVASIVE ACTION TAKEN. LEO NOTIFIED.","0007E","300 FEET","HELI","10 E PIT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-01,"FLORIDA","TAMPA","PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS SIGHTING/LATE REPORT-0910E/TAMPA ATCT ADVISED, A320, BOS - TPA, REPORTED A BLACK UAS FROM THE LEFT SIDE WHILE SSW BOUND AT 3,000 FEET VCNTY TPA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NUMBER NOT REPORTED. WOC RC/RL","0910E","000 FEET","TPA",". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-01,"GEORGIA","MARIETTA","PRELIM INFO FROM FAA OPS: MARIETTA, GA/UAS SIGHTING/1050E/ATLANTA TRACON ADVISED, UH72, REPORTED A GRAY UAS WHILE SW BOUND AT 4,000 FEET 7 WSW MGE. NO EVASIVE ACTION TAKEN. COBB COUNTY PD NOTIFIED.","1050E","000 FEET",NA,"7 WSW MGE","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-01,"DISTRICT OF COLUMBIA","WASHINGTON","PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1130E/NATIONAL ATCT ADVISED, CESSNA C182, REPORTED A SILVER UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 7,500 FEET 1 N DCA. NO EVASIVE ACTION TAKEN. POTOMAC TRACON STOPPED DCA DEPARTURES TEMPORARILY TO PREVENT LOSS OF SEPN. DC METRO PD NOTIFIED.","1130E","500 FEET",NA,"1 N DCA","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-01,"VIRGINIA","MANASSAS","PRELIM INFO FROM FAA OPS: MANASSAS, VA/UAS SIGHTING/1215E/MANASSAS ATCT ADVISED, BELL B06, REPORTED A BLACK UAS WHILE ESE BOUND AT 300 FEET 1.6 NE HEF. NO EVASIVE ACTION TAKEN. PRINCE WILLIAM COUNTY SHERIFF NOTIFIED.","1215E","300 FEET",NA,"1.6 NE HEF","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-01,"CALIFORNIA","SACRAMENTO","PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1231P/SACRAMENTO ATCT ADVISED, B738, PDX - SMF, REPORTED A BLACK UAS FROM THE 2 O'CLOCK POSITION WHILE S BOUND AT 300 FEET .25 MILE SMF. NO EVASIVE ACTION REPORTED. SACRAMENTO COUNTY SHERIFF NOTIFIED.","1231P","300 FEET","SMF",". NO",NA,NA,"PRELIM INFO"
2025-05-01,"CALIFORNIA","SAN DIEGO","PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/1356P/MONTGOMERY ATCT ADVISED, CESSNA C172, REPORTED A WHITE UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 1,400 FEET 1 NNW MYF. NO EVASIVE ACTION TAKEN. SAN DIEGO PD NOTIFIED.","1356P","400 FEET",NA,"1 NNW MYF","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-01,"CALIFORNIA","LOS ANGELES","PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1620P/SOCAL TRACON ADVISED, A21N, ORD - LAX, REPORTED UAS 500 FEET ABOVE WHILE WSW BOUND AT 6,000 FEET 15 E LAX. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC SJ/JG","1620P","500 FEET","LAX","15 E LAX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-02,"CALIFORNIA","SAN JOSE","PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS SIGHTING/2153P/SAN JOSE ATCT ADVISED, A21N, PHOG - SJC, OBSERVED A UAS AT 3 O'CLOCK WHILE WEST-NORTHWEST BOUND AT 1,800 FEET, 5 SE SJC. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/JR","2153P","800 FEET",NA,"5 SE SJC",NA,NA,"PRELIM INFO"
2025-05-03,"FLORIDA","ST PETERSBURG-CLEARWATER","PRELIM INFO FROM FAA OPS: ST PETERSBURG-CLEARWATER, FL/UAS SIGHTING/0906E/TAMPA ATCT ADVISED, CESSNA C68A, PBI - PIE, REPORTED BLACK AND WHITE UAS AT 3,500 FEET 20 N PIE. NO EVASIVE ACTION TAKEN. MANATEE COUNTY SHERIFF NOTIFIED. WOC DJ/DJ","0906E","500 FEET","PIE","20 N PIE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-03,"NEW JERSEY","NEWARK","PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1451E/NEW YORK TRACON ADVISED, CRJ9, PNS - LGA, REPORTED A UAS WHILE E BOUND AT 4,000 FEET 7 E EWR. NO EVASIVE ACTION TAKEN. NYPD NOTIFIED.","1451E","000 FEET","LGA","7 E EWR","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-04,"FLORIDA","FORT LAUDERDALE","PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/0950E/FORT LAUDERDALE ATCT ADVISED, B38M, TORONTO, CANADA (CYYZ) - FLL, REPORTED A WHITE UAS WHILE E BOUND AT 1,000 FEET 3 SE FLL. NO EVASIVE ACTION TAKEN. BOWARD COUNTY SHERIFF NOTIFIED.","0950E","000 FEET","FLL","3 SE FLL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-04,"GEORGIA","ATLANTA","PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1359E/DEKALB - PEACHTREE ATCT ADVISED, DASSAULT F900, REPORTED A UAS WHILE SW BOUND AT 2,000 FEET 5 NE PDK. NO EVASIVE ACTION TAKEN. GWINNETT COUNTY SHERIFF NOTIFIED.","1359E","000 FEET",NA,"5 NE PDK","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-04,"MISSOURI","KANSAS CITY","PRELIM INFO FROM FAA OPS: KANSAS CITY, MO/UAS SIGHTING/1855C/KANSAS CITY ATCT ADVISED, CIRRUS SR22, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE NW BOUND AT 3,200 FEET 11 S MCI. NO EVASIVE ACTION TAKEN. KANSAS CITY ARPT PD NOTIFIED.","1855C","200 FEET",NA,"11 S MCI","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-05,"TEXAS","LAREDO","PRELIM INFO FROM FAA OPS: LAREDO, TX/UAS SIGHTING/0918C/LAREDO FCT ADVISED, AIRBUS AS50, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE SOUTHBOUTH AT 1,800 FEET 3 W LRD. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFICATION NOT REPORTED. WOC RA/JG","0918C","800 FEET",NA,"3 W LRD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
